400,405346,70,1
401,454528,70,1
402,438596,70,1
403,464005,70,1
404,470598,70,1
405,119876,70,1
406,470177,71,1
407,100994,71,1
408,314408,71,1
409,351511,71,1
410,457904,71,1
411,182445,71,1
412,352937,71,1
413,120907,71,1
414,114406,72,1
415,89264,72,1
416,194606,72,1
417,314408,72,1
418,50761,72,1
419,464005,72,1
420,438596,73,4
421,120907,73,4
422,351511,73,4
423,50761,73,4
424,314408,73,4
425,287154,73,4
426,182445,73,4
427,206351,73,4
428,470177,73,4
429,238548,74,3
430,352937,74,3
431,392731,75,4
432,119876,75,4
433,470177,75,4
434,287154,75,4
435,314408,75,4
436,120907,75,4
437,182445,75,4
438,351511,76,2
439,464005,76,2
440,405346,76,2
441,120907,76,2
442,454528,76,2
443,102514,77,3
444,454528,77,3
445,457904,78,4
446,100994,78,4
447,470598,79,4
448,119876,79,4
449,352937,79,4
450,120907,79,4
451,314408,79,4
452,206351,79,4
453,102514,79,4
454,144406,79,4
455,120907,80,1
456,220169,80,1
457,464005,80,1
458,352937,80,1
459,102514,80,1
460,364536,80,1
461,457904,80,1
462,238548,80,1
463,405346,81,3
464,454528,81,3
465,464005,81,3
466,352937,82,1
467,114406,82,1
468,351511,82,1
469,50761,83,1
470,470177,83,1
471,120907,84,2
472,100994,84,2
473,114406,84,2
474,314408,85,2
475,114406,85,2
476,454528,85,2
477,194606,85,2
478,405346,85,2
479,238548,85,2
480,352937,85,2
481,86643,86,3
482,120907,86,3
483,364536,86,3
484,206351,86,3
485,238548,86,3
486,375921,86,3
487,89264,86,3
488,144406,86,3
489,114406,87,2
490,120907,87,2
491,464005,87,2
492,234476,88,2
493,100994,88,2
494,457904,88,2
495,375921,88,2
496,119876,88,2
497,102514,88,2
498,144406,89,1
499,196523,89,1
500,182445,89,1
501,464005,89,1
502,352937,89,1
503,454528,89,1
504,454528,90,2
505,50761,90,2
506,220169,90,2
507,470177,90,2
508,351511,90,2
509,89264,90,2
510,457904,90,2
511,392731,90,2
512,182445,90,2
513,364536,91,4
514,470598,91,4
515,234476,91,4
516,314408,91,4
517,220169,91,4
518,352937,91,4
519,470177,92,4
520,238548,92,4
521,234476,92,4
522,392731,92,4
523,464005,92,4
524,454528,92,4
525,287154,93,2
526,234476,93,2
527,375921,93,2
528,364536,93,2
529,454528,93,2
530,89264,94,3
531,352937,94,3
532,220169,94,3
533,114406,94,3
534,470598,95,2
535,119876,95,2
536,206351,95,2
537,454528,95,2
538,464005,95,2
539,50761,95,2
540,194606,95,2
541,182445,96,3
542,464005,96,3
543,114406,96,3
544,457904,96,3
545,470598,96,3
546,119876,97,3
547,238548,97,3
548,314408,97,3
549,89264,97,3
550,114406,97,3
551,454528,98,2
552,405346,98,2
553,120907,98,2
554,238548,98,2
555,220169,98,2
556,114406,98,2
557,364536,98,2
558,352937,98,2
559,238548,99,3
560,182445,99,3
561,470598,99,3
562,314408,99,3
563,392731,99,3
564,100994,99,3
565,144406,100,3
566,89264,100,3
567,457904,100,3
568,196523,101,4
569,457904,101,4
570,89264,101,4
571,102514,101,4
572,352937,102,3
573,114406,102,3
574,86643,103,1
575,182445,103,1
576,144406,103,1
577,50761,104,1
578,100994,104,1
579,464005,104,1
580,206351,105,3
581,102514,105,3
582,100994,105,3
583,287154,105,3
584,100994,106,4
585,50761,106,4
586,206351,106,4
587,220169,106,4
588,114406,106,4
589,196523,106,4
590,364536,106,4
591,375921,106,4
592,314408,106,4
593,86643,107,4
594,464005,107,4
595,470177,107,4
596,234476,107,4
597,470598,107,4
598,120907,107,4
599,392731,107,4
600,405346,108,2
601,144406,108,2
602,457904,108,2
603,86643,108,2
604,314408,108,2
605,114406,109,2
606,86643,109,2
607,454528,109,2
608,182445,109,2
609,457904,109,2
610,100994,110,2
611,206351,110,2
612,194606,110,2
613,144406,110,2
614,470598,111,3
615,196523,111,3
616,86643,111,3
617,206351,111,3
618,220169,111,3
619,464005,112,2
620,351511,112,2
621,86643,112,2
622,405346,113,4
623,196523,113,4
624,206351,113,4
625,470598,113,4
626,119876,113,4
627,234476,114,1
628,206351,114,1
629,102514,114,1
630,194606,114,1
631,182445,114,1
632,352937,114,1
633,119876,114,1
634,100994,115,3
635,194606,115,3
636,114406,115,3
637,375921,115,3
638,314408,116,4
639,194606,116,4
640,438596,116,4
641,182445,116,4
642,454528,116,4
643,182445,117,1
644,196523,117,1
645,238548,117,1
646,287154,117,1
647,114406,117,1
648,206351,117,1
649,86643,118,2
650,351511,118,2
651,351511,119,3
652,464005,119,3
653,364536,119,3
654,102514,120,1
655,392731,120,1
656,457904,120,1
657,100994,120,1
658,119876,120,1
659,238548,120,1
660,364536,120,1
661,144406,120,1
662,238548,121,1
663,89264,121,1
664,196523,121,1
